id,cname,party,party_name,party_id,eu_position,eu_salience,eu_dissent,eu_benefit,eu_ep,eu_intmark,eu_cohesion,eu_foreign,eu_turkey,eu_budgets,lrgen,lrecon,lrecon_salience,galtan,galtan_salience,spendvtax,deregulation,redistribution,econ_interven,civlib_laworder,sociallifestyle,religious_principle,immigrate_policy,multiculturalism,urban_rural,environment,regions,international_security,ethnic_minorities,nationalism,antielite_salience,corrupt_salience,first_most_important,second_most_important,third_most_important
1,cro,6,HSP-AS,3113,somewhat in favor,7,6,neither benefit/lost,neutral,neutral,strongly in favor,in favor,opposed,,8,4,5,9,6,8,6,3,4,,strongly opposes liberal policies,8,8,9,,,,,8,8,8,extremely important,nationalism,ethnic minorities,multiculturalism
7,cro,6,HSP-AS,3113,opposed,6,1,not benefited,somewhat in favor,opposed,in favor,opposed,,strongly opposed,9,center,8,traditional/authoritarian,great importance,9,9,4,9,strongly supports law and order,strongly opposes liberal policies,strongly supports religious principles in politics,fully supports restrictive immigration policy,,,9,,1,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,9,8,nationalism,social lifestyle,religious principles
3,cro,6,HSP-AS,3113,somewhat in favor,6,6,benefited,somewhat opposed,somewhat in favor,in favor,in favor,somewhat in favor,somewhat opposed,9,6,9,9,7,5,5,4,4,7,8,9,7,8,6,5,8,4,7,9,6,1,nationalism,corruption,anti-elite rhetoric
3,cro,11,ORaH,3114,strongly in favor,great importance,1,benefited,in favor,in favor,in favor,in favor,strongly in favor,strongly in favor,3,3,8,1,8,6,6,4,3,1,strongly supports liberal policies,2,2,1,5,strongly supports environ. protections,1,3,strongly supports more rights for ethnic minorities,strongly promotes cosmopolitan concepts of society,4,not important at all,enviornment,corruption,EU integration
1,cro,11,ORaH,3114,strongly in favor,great importance,party was completely united,benefited,strongly in favor,strongly in favor,strongly in favor,in favor,in favor,in favor,2,2,7,libertarian/postmaterialist,great importance,4,2,2,1,1,strongly supports liberal policies,strongly opposes religious principles in politics,1,strongly favours multiculturalism,strongly supports urban interests,strongly supports environ. protections,1,7,strongly supports more rights for ethnic minorities,strongly promotes cosmopolitan concepts of society,not important at all,,social lifestyle,enviornment,civil liberties
7,cro,11,ORaH,3114,in favor,7,party was completely united,benefited,in favor,in favor,strongly in favor,,,neutral,3,center,7,1,great importance,8,,4,,strongly promotes civil liberties,strongly supports liberal policies,strongly opposes religious principles in politics,,,,4,,,strongly supports more rights for ethnic minorities,strongly promotes cosmopolitan concepts of society,not important at all,7,enviornment,civil liberties,anti-elite rhetoric
5,cro,11,ORaH,3114,in favor,6,1,benefited,,neutral,in favor,neutral,,somewhat opposed,1,1,7,1,8,2,2,2,2,1,1,2,2,2,2,2,2,8,1,1,9,9,,,
8,cro,11,ORaH,3114,in favor,8,1,neither benefit/lost,,,,,,,2,3,6,1,9,7,3,4,3,,strongly supports liberal policies,strongly opposes religious principles in politics,,,4,strongly supports environ. protections,8,,3,1,1,9,enviornment,public services vs taxes,decentralization
9,cro,11,ORaH,3114,somewhat in favor,9,1,benefited,in favor,somewhat opposed,strongly in favor,somewhat opposed,in favor,somewhat opposed,2,2,5,2,9,9,2,,2,2,1,1,1,1,5,strongly supports environ. protections,2,9,1,strongly promotes cosmopolitan concepts of society,9,9,enviornment,multiculturalism,redistribution
6,cro,11,ORaH,3114,in favor,7,2,benefited,in favor,in favor,strongly in favor,somewhat in favor,,,3,4,6,1,9,2,3,3,3,2,2,2,3,,5,1,,,2,2,7,9,enviornment,social lifestyle,state intervention
2,cro,11,ORaH,3114,strongly in favor,7,1,benefited,,somewhat opposed,in favor,somewhat opposed,,somewhat opposed,3,4,6,1,7,3,4,2,3,,2,2,,,,2,2,,3,2,7,6,enviornment,,
4,cro,11,ORaH,3114,somewhat in favor,9,2,neither benefit/lost,in favor,somewhat opposed,somewhat in favor,neutral,neutral,opposed,3,3,,,1,2,2,4,2,2,1,1,2,1,1,1,2,8,1,1,3,8,enviornment,social lifestyle,multiculturalism
7,tur,1,AKP,3401,strongly opposed,no importance,2,not benefited,strongly opposed,neutral,somewhat in favor,strongly opposed,strongly opposed,neutral,9,8,7,traditional/authoritarian,great importance,fully in favour of cutting services,strongly supports deregulation,fully opposed to redistribution of wealth,fully in favour state intervention in economy,9,strongly opposes liberal policies,strongly supports religious principles in politics,3,strongly favours assimilation,2,strongly supports economic growth,strongly opposes political decentralization,2,9,strongly promotes nationalist concepts for society,not important at all,not important at all,religious principles,nationalism,international security
5,tur,1,AKP,3401,somewhat opposed,4,1,neither benefit/lost,,,neutral,,somewhat in favor,somewhat opposed,8,,8,8,8,,3,7,3,8,8,strongly supports religious principles in politics,5,5,,strongly supports economic growth,6,3,5,7,8,1,religious principles,anti-elite rhetoric,international security
1,tur,1,AKP,3401,opposed,2,2,not benefited,opposed,somewhat in favor,,opposed,somewhat opposed,somewhat opposed,8,8,6,traditional/authoritarian,great importance,8,5,7,5,strongly supports law and order,strongly opposes liberal policies,strongly supports religious principles in politics,,,,strongly supports economic growth,3,2,3,8,extremely important,not important at all,religious principles,social lifestyle,anti-elite rhetoric
8,tur,1,AKP,3401,somewhat opposed,6,2,benefited,opposed,in favor,,somewhat in favor,somewhat opposed,opposed,7,9,great importance,traditional/authoritarian,great importance,4,7,5,7,strongly supports law and order,strongly opposes liberal policies,9,3,6,6,strongly supports economic growth,8,6,6,8,extremely important,1,social lifestyle,international security,ethnic minorities
11,tur,1,AKP,3401,somewhat in favor,4,6,neither benefit/lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,tur,1,AKP,3401,somewhat in favor,4,3,benefited,,strongly in favor,,somewhat opposed,strongly in favor,,8,extreme right,great importance,9,9,,strongly supports deregulation,9,fully in favour state intervention in economy,strongly supports law and order,8,8,2,6,1,strongly supports economic growth,strongly opposes political decentralization,strongly supports troop deployment,4,7,not important at all,not important at all,social lifestyle,nationalism,religious principles
9,tur,1,AKP,3401,somewhat opposed,2,,neither benefit/lost,,,,,,,8,center,great importance,traditional/authoritarian,great importance,8,8,8,2,9,strongly opposes liberal policies,8,2,,6,strongly supports economic growth,6,,7,8,8,2,religious principles,international security,anti-elite rhetoric
3,tur,1,AKP,3401,somewhat opposed,3,1,,opposed,strongly in favor,strongly in favor,opposed,somewhat in favor,strongly opposed,8,3,8,traditional/authoritarian,2,,1,7,3,strongly supports law and order,strongly opposes liberal policies,strongly supports religious principles in politics,fully opposed to restrictive immigration policy,,5,strongly supports economic growth,4,4,4,9,extremely important,not important at all,religious principles,social lifestyle,anti-elite rhetoric
7,tur,1,AKP,3401,strongly opposed,no importance,2,not benefited,strongly opposed,neutral,somewhat in favor,strongly opposed,strongly opposed,neutral,9,8,7,traditional/authoritarian,great importance,fully in favour of cutting services,strongly supports deregulation,fully opposed to redistribution of wealth,fully in favour state intervention in economy,9,strongly opposes liberal policies,strongly supports religious principles in politics,3,strongly favours assimilation,2,strongly supports economic growth,strongly opposes political decentralization,2,9,strongly promotes nationalist concepts for society,not important at all,not important at all,religious principles,nationalism,international security
5,tur,1,AKP,3401,somewhat opposed,4,1,neither benefit/lost,,,neutral,,somewhat in favor,somewhat opposed,8,,8,8,8,,3,7,3,8,8,strongly supports religious principles in politics,5,5,,strongly supports economic growth,6,3,5,7,8,1,religious principles,anti-elite rhetoric,international security
4,tur,1,AKP,3401,in favor,8,3,benefited,somewhat opposed,in favor,in favor,somewhat opposed,strongly in favor,somewhat in favor,7,7,9,9,9,6,6,7,6,8,9,9,3,3,6,8,4,3,4,5,8,3,international security,anti-elite rhetoric,religious principles
9,tur,1,AKP,3401,somewhat opposed,2,,neither benefit/lost,,,,,,,8,center,great importance,traditional/authoritarian,great importance,8,8,8,2,9,strongly opposes liberal policies,8,2,,6,strongly supports economic growth,6,,7,8,8,2,religious principles,international security,anti-elite rhetoric
4,tur,1,AKP,3401,in favor,8,3,benefited,somewhat opposed,in favor,in favor,somewhat opposed,strongly in favor,somewhat in favor,7,7,9,9,9,6,6,7,6,8,9,9,3,3,6,8,4,3,4,5,8,3,international security,anti-elite rhetoric,religious principles
2,tur,1,AKP,3401,somewhat in favor,4,3,benefited,,strongly in favor,,somewhat opposed,strongly in favor,,8,extreme right,great importance,9,9,,strongly supports deregulation,9,fully in favour state intervention in economy,strongly supports law and order,8,8,2,6,1,strongly supports economic growth,strongly opposes political decentralization,strongly supports troop deployment,4,7,not important at all,not important at all,social lifestyle,nationalism,religious principles
3,tur,1,AKP,3401,somewhat opposed,3,1,,opposed,strongly in favor,strongly in favor,opposed,somewhat in favor,strongly opposed,8,3,8,traditional/authoritarian,2,,1,7,3,strongly supports law and order,strongly opposes liberal policies,strongly supports religious principles in politics,fully opposed to restrictive immigration policy,,5,strongly supports economic growth,4,4,4,9,extremely important,not important at all,religious principles,social lifestyle,anti-elite rhetoric
6,tur,1,AKP,3401,neutral,3,2,benefited,,in favor,in favor,somewhat in favor,strongly in favor,in favor,8,8,9,traditional/authoritarian,6,6,7,4,7,7,strongly opposes liberal policies,strongly supports religious principles in politics,5,6,2,8,4,5,2,3,extremely important,4,anti-elite rhetoric,state intervention,international security
6,tur,1,AKP,3401,neutral,3,2,benefited,,in favor,in favor,somewhat in favor,strongly in favor,in favor,8,8,9,traditional/authoritarian,6,6,7,4,7,7,strongly opposes liberal policies,strongly supports religious principles in politics,5,6,2,8,4,5,2,3,extremely important,4,anti-elite rhetoric,state intervention,international security
10,tur,1,AKP,3401,somewhat opposed,2,5,not benefited,strongly opposed,in favor,somewhat in favor,somewhat opposed,in favor,somewhat opposed,8,8,8,traditional/authoritarian,9,9,strongly supports deregulation,9,8,strongly supports law and order,strongly opposes liberal policies,strongly supports religious principles in politics,3,9,strongly supports rural interests,strongly supports economic growth,strongly opposes political decentralization,5,6,strongly promotes nationalist concepts for society,extremely important,not important at all,religious principles,social lifestyle,anti-elite rhetoric
11,tur,1,AKP,3401,somewhat in favor,4,6,neither benefit/lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,tur,1,AKP,3401,somewhat opposed,2,5,not benefited,strongly opposed,in favor,somewhat in favor,somewhat opposed,in favor,somewhat opposed,8,8,8,traditional/authoritarian,9,9,strongly supports deregulation,9,8,strongly supports law and order,strongly opposes liberal policies,strongly supports religious principles in politics,3,9,strongly supports rural interests,strongly supports economic growth,strongly opposes political decentralization,5,6,strongly promotes nationalist concepts for society,extremely important,not important at all,religious principles,social lifestyle,anti-elite rhetoric
8,tur,1,AKP,3401,somewhat opposed,6,2,benefited,opposed,in favor,,somewhat in favor,somewhat opposed,opposed,7,9,great importance,traditional/authoritarian,great importance,4,7,5,7,strongly supports law and order,strongly opposes liberal policies,9,3,6,6,strongly supports economic growth,8,6,6,8,extremely important,1,social lifestyle,international security,ethnic minorities
1,tur,1,AKP,3401,opposed,2,2,not benefited,opposed,somewhat in favor,,opposed,somewhat opposed,somewhat opposed,8,8,6,traditional/authoritarian,great importance,8,5,7,5,strongly supports law and order,strongly opposes liberal policies,strongly supports religious principles in politics,,,,strongly supports economic growth,3,2,3,8,extremely important,not important at all,religious principles,social lifestyle,anti-elite rhetoric
9,tur,2,CHP,3402,neutral,1,,benefited,,,,,,,4,3,8,7,great importance,6,6,5,4,4,3,4,4,,5,7,6,,4,8,5,8,civil liberties,corruption,redistribution
8,tur,2,CHP,3402,strongly in favor,5,2,benefited,somewhat in favor,in favor,,somewhat in favor,strongly in favor,neutral,3,3,8,4,7,4,3,2,2,1,2,strongly opposes religious principles in politics,6,4,2,3,6,6,5,5,2,extremely important,corruption,international security,social lifestyle
9,tur,2,CHP,3402,neutral,1,,benefited,,,,,,,4,3,8,7,great importance,6,6,5,4,4,3,4,4,,5,7,6,,4,8,5,8,civil liberties,corruption,redistribution
3,tur,2,CHP,3402,somewhat in favor,3,7,benefited,neutral,strongly in favor,strongly in favor,somewhat in favor,in favor,strongly opposed,3,2,8,3,6,,1,4,3,2,2,2,5,,3,3,7,strongly opposes troop deployment,4,2,2,extremely important,corruption,redistribution,redistribution
5,tur,2,CHP,3402,in favor,7,3,benefited,,,somewhat in favor,,in favor,neutral,3,,8,4,8,,3,3,3,3,3,1,2,2,,3,3,6,4,5,5,9,EU integration,corruption,enviornment
4,tur,2,CHP,3402,somewhat in favor,6,5,neither benefit/lost,in favor,somewhat opposed,neutral,somewhat in favor,in favor,somewhat opposed,3,2,4,4,4,3,3,3,3,4,3,3,,6,2,3,8,9,7,8,2,8,corruption,international security,enviornment
5,tur,2,CHP,3402,in favor,7,3,benefited,,,somewhat in favor,,in favor,neutral,3,,8,4,8,,3,3,3,3,3,1,2,2,,3,3,6,4,5,5,9,EU integration,corruption,enviornment
11,tur,2,CHP,3402,in favor,4,5,neither benefit/lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,tur,2,CHP,3402,somewhat in favor,2,4,benefited,,in favor,in favor,somewhat opposed,strongly in favor,neutral,3,3,6,4,7,4,3,2,2,1,4,1,6,2,1,1,3,8,3,2,3,extremely important,corruption,civil liberties,social lifestyle
2,tur,2,CHP,3402,somewhat in favor,4,2,benefited,,somewhat in favor,,neutral,somewhat in favor,,4,center,8,2,9,,6,5,,5,5,strongly opposes religious principles in politics,3,5,5,5,7,5,5,5,7,extremely important,civil liberties,corruption,social lifestyle
10,tur,2,CHP,3402,opposed,3,7,not benefited,somewhat opposed,in favor,somewhat opposed,somewhat opposed,in favor,somewhat opposed,center,center,8,8,9,3,4,4,4,7,7,2,4,4,2,3,strongly opposes political decentralization,8,7,8,3,9,social lifestyle,civil liberties,corruption
6,tur,2,CHP,3402,somewhat in favor,2,4,benefited,,in favor,in favor,somewhat opposed,strongly in favor,neutral,3,3,6,4,7,4,3,2,2,1,4,1,6,2,1,1,3,8,3,2,3,extremely important,corruption,civil liberties,social lifestyle
3,tur,2,CHP,3402,somewhat in favor,3,7,benefited,neutral,strongly in favor,strongly in favor,somewhat in favor,in favor,strongly opposed,3,2,8,3,6,,1,4,3,2,2,2,5,,3,3,7,strongly opposes troop deployment,4,2,2,extremely important,corruption,redistribution,redistribution
7,tur,2,CHP,3402,strongly in favor,great importance,4,benefited,strongly in favor,in favor,in favor,neutral,in favor,neutral,4,3,7,1,great importance,3,2,3,3,2,strongly supports liberal policies,strongly opposes religious principles in politics,6,strongly favours multiculturalism,5,strongly supports environ. protections,3,strongly opposes troop deployment,5,2,6,extremely important,corruption,civil liberties,EU integration
4,tur,2,CHP,3402,somewhat in favor,6,5,neither benefit/lost,in favor,somewhat opposed,neutral,somewhat in favor,in favor,somewhat opposed,3,2,4,4,4,3,3,3,3,4,3,3,,6,2,3,8,9,7,8,2,8,corruption,international security,enviornment
11,tur,2,CHP,3402,in favor,4,5,neither benefit/lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,tur,2,CHP,3402,somewhat in favor,4,8,benefited,in favor,somewhat in favor,,neutral,somewhat in favor,somewhat in favor,4,4,4,2,8,3,3,3,5,2,3,strongly opposes religious principles in politics,,,,3,7,strongly opposes troop deployment,7,5,not important at all,extremely important,corruption,civil liberties,enviornment
10,tur,2,CHP,3402,opposed,3,7,not benefited,somewhat opposed,in favor,somewhat opposed,somewhat opposed,in favor,somewhat opposed,center,center,8,8,9,3,4,4,4,7,7,2,4,4,2,3,strongly opposes political decentralization,8,7,8,3,9,social lifestyle,civil liberties,corruption
1,tur,2,CHP,3402,somewhat in favor,4,8,benefited,in favor,somewhat in favor,,neutral,somewhat in favor,somewhat in favor,4,4,4,2,8,3,3,3,5,2,3,strongly opposes religious principles in politics,,,,3,7,strongly opposes troop deployment,7,5,not important at all,extremely important,corruption,civil liberties,enviornment
2,tur,2,CHP,3402,somewhat in favor,4,2,benefited,,somewhat in favor,,neutral,somewhat in favor,,4,center,8,2,9,,6,5,,5,5,strongly opposes religious principles in politics,3,5,5,5,7,5,5,5,7,extremely important,civil liberties,corruption,social lifestyle
8,tur,2,CHP,3402,strongly in favor,5,2,benefited,somewhat in favor,in favor,,somewhat in favor,strongly in favor,neutral,3,3,8,4,7,4,3,2,2,1,2,strongly opposes religious principles in politics,6,4,2,3,6,6,5,5,2,extremely important,corruption,international security,social lifestyle
7,tur,2,CHP,3402,strongly in favor,great importance,4,benefited,strongly in favor,in favor,in favor,neutral,in favor,neutral,4,3,7,1,great importance,3,2,3,3,2,strongly supports liberal policies,strongly opposes religious principles in politics,6,strongly favours multiculturalism,5,strongly supports environ. protections,3,strongly opposes troop deployment,5,2,6,extremely important,corruption,civil liberties,EU integration
6,tur,3,MHP,3403,opposed,6,1,not benefited,,somewhat in favor,opposed,opposed,opposed,neutral,9,6,6,9,6,5,5,5,6,8,9,8,9,8,4,6,9,4,strongly opposes more rights for ethnic minorities,8,6,extremely important,nationalism,corruption,ethnic minorities
3,tur,3,MHP,3403,opposed,1,1,not benefited,opposed,somewhat opposed,neutral,opposed,somewhat in favor,strongly opposed,8,2,5,traditional/authoritarian,5,,1,4,3,7,strongly opposes liberal policies,5,5,,7,5,strongly opposes political decentralization,3,7,strongly promotes nationalist concepts for society,9,extremely important,nationalism,corruption,religious principles
1,tur,3,MHP,3403,strongly opposed,no importance,2,not benefited,opposed,somewhat opposed,,opposed,opposed,opposed,8,6,2,8,6,5,4,5,3,6,8,4,,,,6,7,5,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,2,8,nationalism,ethnic minorities,corruption
4,tur,3,MHP,3403,somewhat opposed,4,3,not benefited,somewhat opposed,neutral,somewhat opposed,somewhat opposed,neutral,opposed,8,6,3,9,8,6,4,7,4,9,9,8,8,8,5,7,9,7,9,9,5,6,nationalism,international security,decentralization
10,tur,3,MHP,3403,opposed,1,2,not benefited,strongly opposed,somewhat in favor,opposed,opposed,opposed,opposed,extreme right,9,2,traditional/authoritarian,9,5,6,8,7,8,strongly opposes liberal policies,6,8,strongly favours assimilation,6,7,strongly opposes political decentralization,8,strongly opposes more rights for ethnic minorities,,7,9,nationalism,corruption,ethnic minorities
8,tur,3,MHP,3403,opposed,1,,not benefited,opposed,neutral,,neutral,neutral,,8,center,5,9,4,5,5,3,5,6,8,6,8,8,6,5,strongly opposes political decentralization,8,8,9,5,8,nationalism,corruption,decentralization
5,tur,3,MHP,3403,somewhat opposed,3,1,not benefited,,,opposed,,opposed,opposed,9,,3,9,8,,3,5,3,9,9,9,8,9,,5,strongly opposes political decentralization,1,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,5,7,nationalism,international security,corruption
11,tur,3,MHP,3403,somewhat opposed,4,4,neither benefit/lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,tur,3,MHP,3403,opposed,1,1,not benefited,opposed,somewhat opposed,neutral,opposed,somewhat in favor,strongly opposed,8,2,5,traditional/authoritarian,5,,1,4,3,7,strongly opposes liberal policies,5,5,,7,5,strongly opposes political decentralization,3,7,strongly promotes nationalist concepts for society,9,extremely important,nationalism,corruption,religious principles
2,tur,3,MHP,3403,opposed,2,2,not benefited,,somewhat in favor,,opposed,opposed,,7,6,8,8,7,,6,8,,strongly supports law and order,8,2,3,9,,5,strongly opposes political decentralization,1,strongly opposes more rights for ethnic minorities,9,1,8,nationalism,corruption,international security
5,tur,3,MHP,3403,somewhat opposed,3,1,not benefited,,,opposed,,opposed,opposed,9,,3,9,8,,3,5,3,9,9,9,8,9,,5,strongly opposes political decentralization,1,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,5,7,nationalism,international security,corruption
2,tur,3,MHP,3403,opposed,2,2,not benefited,,somewhat in favor,,opposed,opposed,,7,6,8,8,7,,6,8,,strongly supports law and order,8,2,3,9,,5,strongly opposes political decentralization,1,strongly opposes more rights for ethnic minorities,9,1,8,nationalism,corruption,international security
8,tur,3,MHP,3403,opposed,1,,not benefited,opposed,neutral,,neutral,neutral,,8,center,5,9,4,5,5,3,5,6,8,6,8,8,6,5,strongly opposes political decentralization,8,8,9,5,8,nationalism,corruption,decentralization
1,tur,3,MHP,3403,strongly opposed,no importance,2,not benefited,opposed,somewhat opposed,,opposed,opposed,opposed,8,6,2,8,6,5,4,5,3,6,8,4,,,,6,7,5,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,2,8,nationalism,ethnic minorities,corruption
9,tur,3,MHP,3403,opposed,no importance,,not benefited,,,,,,,9,6,1,traditional/authoritarian,great importance,8,8,6,2,8,strongly opposes liberal policies,8,8,,5,7,9,,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,not important at all,extremely important,nationalism,corruption,deregulation
9,tur,3,MHP,3403,opposed,no importance,,not benefited,,,,,,,9,6,1,traditional/authoritarian,great importance,8,8,6,2,8,strongly opposes liberal policies,8,8,,5,7,9,,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,not important at all,extremely important,nationalism,corruption,deregulation
7,tur,3,MHP,3403,somewhat opposed,3,6,neither benefit/lost,somewhat opposed,somewhat in favor,somewhat in favor,somewhat opposed,neutral,opposed,extreme right,center,5,9,8,5,6,6,2,6,7,5,6,strongly favours assimilation,5,7,strongly opposes political decentralization,2,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,not important at all,6,nationalism,corruption,international security
7,tur,3,MHP,3403,somewhat opposed,3,6,neither benefit/lost,somewhat opposed,somewhat in favor,somewhat in favor,somewhat opposed,neutral,opposed,extreme right,center,5,9,8,5,6,6,2,6,7,5,6,strongly favours assimilation,5,7,strongly opposes political decentralization,2,strongly opposes more rights for ethnic minorities,strongly promotes nationalist concepts for society,not important at all,6,nationalism,corruption,international security
10,tur,3,MHP,3403,opposed,1,2,not benefited,strongly opposed,somewhat in favor,opposed,opposed,opposed,opposed,extreme right,9,2,traditional/authoritarian,9,5,6,8,7,8,strongly opposes liberal policies,6,8,strongly favours assimilation,6,7,strongly opposes political decentralization,8,strongly opposes more rights for ethnic minorities,,7,9,nationalism,corruption,ethnic minorities
11,tur,3,MHP,3403,somewhat opposed,4,4,neither benefit/lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tur,3,MHP,3403,somewhat opposed,4,3,not benefited,somewhat opposed,neutral,somewhat opposed,somewhat opposed,neutral,opposed,8,6,3,9,8,6,4,7,4,9,9,8,8,8,5,7,9,7,9,9,5,6,nationalism,international security,decentralization
6,tur,3,MHP,3403,opposed,6,1,not benefited,,somewhat in favor,opposed,opposed,opposed,neutral,9,6,6,9,6,5,5,5,6,8,9,8,9,8,4,6,9,4,strongly opposes more rights for ethnic minorities,8,6,extremely important,nationalism,corruption,ethnic minorities
9,tur,4,HDP,3407,in favor,2,,benefited,,,,,,,2,3,5,2,great importance,4,4,fully in favour of redistribution of wealth,4,strongly promotes civil liberties,strongly supports liberal policies,2,2,,9,3,strongly favours political decentralization,,strongly supports more rights for ethnic minorities,5,8,6,decentralization,ethnic minorities,civil liberties
4,tur,4,HDP,3407,in favor,7,3,benefited,in favor,somewhat opposed,in favor,somewhat in favor,strongly in favor,in favor,2,2,8,2,3,3,3,3,3,4,2,2,2,2,8,2,1,4,1,2,8,7,ethnic minorities,decentralization,civil liberties
7,tur,4,HDP,3407,somewhat in favor,7,3,benefited,in favor,somewhat in favor,somewhat in favor,somewhat opposed,somewhat in favor,neutral,3,3,5,2,6,4,1,2,6,1,strongly supports liberal policies,1,8,strongly favours multiculturalism,8,2,strongly favours political decentralization,strongly opposes troop deployment,strongly supports more rights for ethnic minorities,1,8,4,decentralization,ethnic minorities,international security
9,tur,4,HDP,3407,in favor,2,,benefited,,,,,,,2,3,5,2,great importance,4,4,fully in favour of redistribution of wealth,4,strongly promotes civil liberties,strongly supports liberal policies,2,2,,9,3,strongly favours political decentralization,,strongly supports more rights for ethnic minorities,5,8,6,decentralization,ethnic minorities,civil liberties
5,tur,4,HDP,3407,in favor,7,3,benefited,,,strongly in favor,,in favor,somewhat in favor,3,,3,4,8,,3,3,4,2,2,3,1,1,,2,strongly favours political decentralization,9,strongly supports more rights for ethnic minorities,3,8,7,ethnic minorities,decentralization,civil liberties
2,tur,4,HDP,3407,strongly in favor,7,2,benefited,,somewhat opposed,,somewhat in favor,strongly in favor,,extreme left,extreme left,6,1,6,,3,fully in favour of redistribution of wealth,,strongly promotes civil liberties,strongly supports liberal policies,strongly opposes religious principles in politics,1,strongly favours multiculturalism,8,strongly supports environ. protections,strongly favours political decentralization,strongly opposes troop deployment,strongly supports more rights for ethnic minorities,1,9,8,ethnic minorities,decentralization,civil liberties
3,tur,4,HDP,3407,strongly in favor,7,1,benefited,strongly in favor,strongly in favor,strongly in favor,strongly in favor,strongly in favor,in favor,4,2,2,3,8,,1,1,3,1,2,,3,,7,2,strongly favours political decentralization,,strongly supports more rights for ethnic minorities,strongly promotes cosmopolitan concepts of society,3,extremely important,ethnic minorities,multiculturalism,EU integration
8,tur,4,HDP,3407,somewhat in favor,1,,neither benefit/lost,somewhat in favor,neutral,,neutral,neutral,,1,2,3,2,great importance,5,2,1,2,strongly promotes civil liberties,strongly supports liberal policies,strongly opposes religious principles in politics,3,strongly favours multiculturalism,5,strongly supports environ. protections,strongly favours political decentralization,5,strongly supports more rights for ethnic minorities,2,7,4,civil liberties,ethnic minorities,decentralization
6,tur,4,HDP,3407,strongly in favor,7,party was completely united,benefited,,,strongly in favor,neutral,strongly in favor,,extreme left,extreme left,5,1,8,3,2,fully in favour of redistribution of wealth,fully in favour state intervention in economy,strongly promotes civil liberties,strongly supports liberal policies,2,3,strongly favours multiculturalism,1,strongly supports environ. protections,strongly favours political decentralization,strongly opposes troop deployment,strongly supports more rights for ethnic minorities,strongly promotes cosmopolitan concepts of society,5,6,ethnic minorities,civil liberties,corruption
8,tur,4,HDP,3407,somewhat in favor,1,,neither benefit/lost,somewhat in favor,neutral,,neutral,neutral,,1,2,3,2,great importance,5,2,1,2,strongly promotes civil liberties,strongly supports liberal policies,strongly opposes religious principles in politics,3,strongly favours multiculturalism,5,strongly supports environ. protections,strongly favours political decentralization,5,strongly supports more rights for ethnic minorities,2,7,4,civil liberties,ethnic minorities,decentralization
5,tur,4,HDP,3407,in favor,7,3,benefited,,,strongly in favor,,in favor,somewhat in favor,3,,3,4,8,,3,3,4,2,2,3,1,1,,2,strongly favours political decentralization,9,strongly supports more rights for ethnic minorities,3,8,7,ethnic minorities,decentralization,civil liberties
1,tur,4,HDP,3407,in favor,7,2,benefited,in favor,somewhat in favor,,in favor,strongly in favor,somewhat in favor,3,2,2,4,6,3,3,3,5,2,3,2,,,,3,strongly favours political decentralization,8,strongly supports more rights for ethnic minorities,2,7,6,ethnic minorities,decentralization,civil liberties
1,tur,4,HDP,3407,in favor,7,2,benefited,in favor,somewhat in favor,,in favor,strongly in favor,somewhat in favor,3,2,2,4,6,3,3,3,5,2,3,2,,,,3,strongly favours political decentralization,8,strongly supports more rights for ethnic minorities,2,7,6,ethnic minorities,decentralization,civil liberties
10,tur,4,HDP,3407,strongly in favor,8,1,benefited,in favor,strongly in favor,strongly in favor,strongly in favor,strongly in favor,in favor,2,2,2,3,9,2,4,2,2,1,2,1,1,2,6,2,1,3,1,1,4,9,ethnic minorities,social lifestyle,redistribution
11,tur,4,HDP,3407,in favor,4,6,benefited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,tur,4,HDP,3407,somewhat in favor,7,3,benefited,in favor,somewhat in favor,somewhat in favor,somewhat opposed,somewhat in favor,neutral,3,3,5,2,6,4,1,2,6,1,strongly supports liberal policies,1,8,strongly favours multiculturalism,8,2,strongly favours political decentralization,strongly opposes troop deployment,strongly supports more rights for ethnic minorities,1,8,4,decentralization,ethnic minorities,international security
4,tur,4,HDP,3407,in favor,7,3,benefited,in favor,somewhat opposed,in favor,somewhat in favor,strongly in favor,in favor,2,2,8,2,3,3,3,3,3,4,2,2,2,2,8,2,1,4,1,2,8,7,ethnic minorities,decentralization,civil liberties
